customer_id,suspicious_txn_count,total_suspicious_amount,avg_suspicious_amount,max_fraud_score
420,3,17856.620000000003,5952.206666666668,3
1357,3,284607.49,94869.16333333333,3
1255,3,177013.40999999997,59004.469999999994,3
1264,3,5430.08,1810.0266666666666,3
1582,3,3932.09,1310.6966666666667,3
278,3,142081.43,47360.47666666666,3
1553,3,4622.09,1540.6966666666667,3
1544,3,120842.23,40280.74333333333,3
1533,3,88487.9,29495.966666666664,4
1528,3,4885.950000000001,1628.6500000000003,4
1520,3,2547.75,849.25,3
1506,3,6725.4400000000005,2241.8133333333335,3
1479,3,9326.150000000001,3108.716666666667,4
1459,3,296586.12,98862.04,6
324,3,5762.63,1920.8766666666668,3
1445,3,5877.5599999999995,1959.1866666666665,3
1444,3,5251.719999999999,1750.573333333333,3
340,3,5763.82,1921.2733333333333,3
1406,3,8345.98,2781.9933333333333,3
1404,3,6351.68,2117.226666666667,4
1397,3,10342.94,3447.646666666667,3
1373,3,148911.76999999996,49637.25666666665,5
1356,3,6198.5,2066.1666666666665,3
1330,3,97643.33,32547.77666666667,3
1326,3,213199.34,71066.44666666667,3
396,3,75403.56999999999,25134.52333333333,3
397,3,211102.46,70367.48666666666,4
411,3,146389.86000000002,48796.62,5
412,3,10162.36,3387.4533333333334,3
462,3,3533.5899999999997,1177.8633333333332,3
2000,3,73221.44,24407.146666666667,4
1167,3,4431.179999999999,1477.0599999999997,3
835,3,11860.490000000002,3953.4966666666674,3
806,3,310513.91000000003,103504.63666666667,3
809,3,191126.22999999998,63708.743333333325,3
813,3,7993.35,2664.4500000000003,3
820,3,179219.1,59739.700000000004,3
643,3,3738.1899999999996,1246.0633333333333,3
831,3,52575.55,17525.183333333334,4
638,3,143468.53,47822.84333333333,3
1157,3,150509.93,50169.97666666666,3
637,3,82669.69,27556.563333333335,3
634,3,4298.8,1432.9333333333334,3
856,3,6606.71,2202.2366666666667,3
857,3,97466.52,32488.84,3
868,3,3422.29,1140.7633333333333,3
870,3,76261.26000000001,25420.420000000002,3
796,3,196802.43,65600.81,3
794,3,147725.25,49241.75,6
776,3,262651.19999999995,87550.39999999998,3
775,3,325020.74,108340.24666666666,5
762,3,124176.76000000001,41392.253333333334,5
761,3,371862.04,123954.01333333332,3
678,3,73555.15999999999,24518.38666666666,5
680,3,201447.61,67149.20333333332,3
681,3,3919.2200000000003,1306.4066666666668,3
756,3,11700.36,3900.1200000000003,3
688,3,2880.88,960.2933333333334,3
747,3,4409.7,1469.8999999999999,3
692,3,203467.34000000003,67822.44666666667,5
746,3,69395.62000000001,23131.873333333337,5
698,3,154499.37,51499.79,3
702,3,176943.48000000004,58981.16000000001,3
704,3,4466.82,1488.9399999999998,3
877,3,5592.33,1864.11,3
606,3,183948.88999999998,61316.29666666666,3
603,3,231097.8,77032.59999999999,4
525,3,4892.06,1630.6866666666667,3
1144,3,199718.2,66572.73333333334,5
1143,3,6544.57,2181.523333333333,3
489,3,136098.27000000002,45366.090000000004,3
1117,3,83114.96,27704.986666666668,3
498,3,7967.65,2655.883333333333,3
1106,3,7014.35,2338.116666666667,4
1097,3,104505.92,34835.306666666664,3
1092,3,5442.45,1814.1499999999999,3
1083,3,2629.93,876.6433333333333,3
1074,3,129060.26,43020.08666666666,6
1071,3,157028.1,52342.700000000004,3
521,3,5939.67,1979.89,3
1065,3,195491.03999999998,65163.67999999999,4
524,3,7731.389999999999,2577.1299999999997,3
1058,3,410656.04,136885.34666666665,3
935,3,6472.99,2157.6633333333334,3
531,3,2690.43,896.81,3
1045,3,1501.1299999999999,500.3766666666666,3
1040,3,4630.62,1543.54,3
549,3,6153.17,2051.056666666667,3
1014,3,8559.34,2853.1133333333332,3
1008,3,217269.8,72423.26666666666,6
982,3,4569.23,1523.0766666666666,3
564,3,6706.210000000001,2235.4033333333336,3
974,3,9229.16,3076.3866666666668,3
571,3,172157.51,57385.83666666667,6
959,3,9617.63,3205.8766666666666,3
946,3,66941.15,22313.716666666664,4
942,3,5817.4,1939.1333333333332,3
585,3,109797.62000000001,36599.20666666667,3
516,3,105258.58,35086.193333333336,3
1363,3,237055.33,79018.44333333333,3
1584,3,169639.63999999998,56546.54666666666,3
1930,3,7939.09,2646.3633333333332,3
1695,3,2234.91,744.9699999999999,3
1682,3,5722.9,1907.6333333333332,3
1879,3,4476.14,1492.0466666666669,3
202,3,3995.7299999999996,1331.9099999999999,3
83,3,190740.37,63580.12333333333,4
1670,3,155568.96,51856.32,3
1661,3,53310.560000000005,17770.18666666667,3
1892,3,174139.21,58046.40333333333,3
1901,3,6171.85,2057.2833333333333,3
1912,3,4646.15,1548.7166666666665,3
1913,3,12409.57,4136.5233333333335,3
1631,3,3603.06,1201.02,3
223,3,60744.93,20248.31,3
39,3,67609.97,22536.656666666666,3
38,3,136085.4,45361.799999999996,3
93,3,1546.3200000000002,515.44,3
1717,3,103475.14,34491.71333333333,3
1843,3,5804.37,1934.79,3
1815,3,9804.45,3268.15,3
131,3,166529.52,55509.84,3
1802,3,9474.8,3158.2666666666664,3
1805,3,7174.45,2391.483333333333,3
1810,3,1552.93,517.6433333333333,3
118,3,130766.23000000001,43588.74333333334,4
1751,3,4072.1699999999996,1357.3899999999999,3
159,3,172023.71000000002,57341.23666666667,3
1722,3,107082.59,35694.19666666666,3
1733,3,83729.17000000001,27909.72333333334,3
106,3,88847.47,29615.823333333334,3
1730,3,189682.08000000002,63227.36000000001,3
1728,3,6504.09,2168.03,3
1840,3,3698.2700000000004,1232.756666666667,3
176,3,5928.82,1976.2733333333333,3
1622,3,6765.37,2255.1233333333334,3
1673,3,3965.04,1321.68,3
1941,3,4303.62,1434.54,3
247,3,3666.0499999999997,1222.0166666666667,3
1958,3,138407.45,46135.81666666667,3
1596,3,5302.42,1767.4733333333334,3
252,3,71432.31999999999,23810.77333333333,3
1601,3,7368.299999999999,2456.1,3
1942,3,5872.65,1957.55,3
1957,3,76621.99,25540.663333333334,3
1983,3,202584.69,67528.23,4
4,3,116069.88,38689.96,3
1933,3,4419.7300000000005,1473.2433333333336,3
1594,3,174338.81,58112.93666666667,3
986,2,106943.24,53471.62,3
1964,2,171111.63,85555.815,3
1834,2,1998.9099999999999,999.4549999999999,3
1963,2,5941.52,2970.76,3
991,2,3758.21,1879.105,3
1837,2,55613.82,27806.91,4
996,2,139153.73,69576.865,3
981,2,1004.52,502.26,3
781,2,83939.91,41969.955,3
980,2,2143.88,1071.94,3
751,2,172482.11000000002,86241.05500000001,3
997,2,219877.09,109938.545,3
971,2,5956.44,2978.22,3
1841,2,88065.77,44032.885,3
969,2,1190.47,595.235,3
1953,2,2213.8900000000003,1106.9450000000002,3
752,2,2041.37,1020.685,3
968,2,4868.12,2434.06,3
754,2,1658.88,829.44,3
958,2,855.35,427.675,3
955,2,56925.83,28462.915,3
952,2,8602.85,4301.425,3
950,2,1359.03,679.515,3
973,2,179229.05,89614.525,3
2,2,182965.24,91482.62,3
1826,2,6354.22,3177.11,3
1849,2,74556.16,37278.08,3
1795,2,3023.02,1511.51,3
1796,2,3010.86,1505.43,3
1066,2,189111.45,94555.725,3
1798,2,159711.4,79855.7,5
1801,2,186656.35,93328.175,3
1997,2,11828.32,5914.16,3
1806,2,8562.560000000001,4281.280000000001,3
1056,2,129505.31,64752.655,4
1055,2,2746.21,1373.105,3
1054,2,123173.06,61586.53,4
727,2,633.4100000000001,316.70500000000004,3
1051,2,4696.87,2348.435,3
1811,2,140905.25,70452.625,3
730,2,3561.16,1780.58,3
1039,2,5427.64,2713.82,3
1037,2,1350.1499999999999,675.0749999999999,3
1814,2,2628.72,1314.36,3
1028,2,6001.719999999999,3000.8599999999997,3
1025,2,177375.23,88687.615,3
1021,2,6783.86,3391.93,3
1019,2,113181.04000000001,56590.520000000004,3
1969,2,877.01,438.505,3
731,2,2801.51,1400.755,3
1015,2,4883.04,2441.52,3
1818,2,100977.67,50488.835,3
739,2,148220.9,74110.45,6
1819,2,2289.28,1144.64,3
1848,2,3313.1099999999997,1656.5549999999998,3
921,2,183670.75,91835.375,3
1952,2,4404.8099999999995,2202.4049999999997,3
1922,2,78.48,39.24,3
855,2,118895.72,59447.86,3
850,2,603.54,301.77,3
1904,2,5191.24,2595.62,3
844,2,2476.1099999999997,1238.0549999999998,3
1905,2,265029.66,132514.83,3
1908,2,85884.15,42942.075,3
1940,2,2229.55,1114.775,3
1935,2,1284.41,642.205,3
1915,2,3362.54,1681.27,3
1919,2,3268.96,1634.48,3
765,2,1165.14,582.57,3
826,2,146165.72,73082.86,3
823,2,68685.34999999999,34342.674999999996,3
1897,2,2457.4700000000003,1228.7350000000001,3
822,2,185268.71,92634.355,3
821,2,170985.36000000002,85492.68000000001,3
766,2,1714.41,857.205,3
1925,2,1543.44,771.72,3
816,2,57859.189999999995,28929.594999999998,3
815,2,98098.03,49049.015,3
769,2,174441.83,87220.915,5
770,2,6121.299999999999,3060.6499999999996,3
1926,2,4228.03,2114.015,3
799,2,2149.41,1074.705,3
1927,2,5755.12,2877.56,3
1931,2,7532.65,3766.325,3
1903,2,1903.8,951.9,3
1896,2,2917.3,1458.65,3
939,2,65627.7,32813.85,3
904,2,7890.780000000001,3945.3900000000003,3
1863,2,149064.58,74532.29,3
787,2,122682.64,61341.32,3
1865,2,3622.6,1811.3,3
757,2,1667.02,833.51,3
918,2,1714.33,857.165,3
916,2,128289.01,64144.505,4
915,2,5318.77,2659.385,3
908,2,2978.2799999999997,1489.1399999999999,3
907,2,1049.92,524.96,3
906,2,2313.41,1156.705,3
905,2,863.22,431.61,3
1868,2,6133.87,3066.935,3
1871,2,94230.0,47115.0,3
1894,2,1988.28,994.14,3
1873,2,68441.12,34220.56,3
900,2,100933.03,50466.515,3
1947,2,85946.33,42973.165,3
1792,2,5856.66,2928.33,4
1888,2,155563.86,77781.93,3
891,2,4354.16,2177.08,3
883,2,119468.71,59734.355,3
760,2,2075.95,1037.975,3
882,2,5780.610000000001,2890.3050000000003,3
879,2,89763.38,44881.69,5
1889,2,778.6800000000001,389.34000000000003,3
875,2,4325.9400000000005,2162.9700000000003,3
1794,2,1664.81,832.405,3
1764,2,161657.66,80828.83,3
1790,2,1286.72,643.36,3
1412,2,594.5400000000001,297.27000000000004,3
1633,2,4042.42,2021.21,3
1395,2,98105.15,49052.575,3
1632,2,5204.79,2602.395,3
1405,2,2628.49,1314.245,3
1630,2,77767.49,38883.745,3
1411,2,108261.11,54130.555,4
1415,2,3477.87,1738.935,3
1379,2,178064.6,89032.3,3
1416,2,1782.79,891.395,3
1629,2,2573.55,1286.775,3
1428,2,848.61,424.305,3
1430,2,1852.26,926.13,3
1623,2,4975.12,2487.56,3
1432,2,116019.98000000001,58009.990000000005,5
1383,2,157605.51,78802.755,3
1378,2,133122.13,66561.065,3
1666,2,6582.139999999999,3291.0699999999997,3
1647,2,51056.5,25528.25,3
1335,2,6496.41,3248.205,3
1339,2,56914.520000000004,28457.260000000002,3
1342,2,104747.44,52373.72,3
1344,2,5662.14,2831.07,3
1349,2,188919.52000000002,94459.76000000001,4
1355,2,225.48999999999998,112.74499999999999,3
1640,2,164170.43,82085.215,4
1377,2,176498.37999999998,88249.18999999999,3
1358,2,88800.59,44400.295,3
1362,2,190781.19,95390.595,3
716,2,8206.789999999999,4103.3949999999995,3
1365,2,6461.93,3230.965,4
1636,2,77039.56999999999,38519.784999999996,3
1376,2,1623.14,811.57,3
1438,2,8271.35,4135.675,3
1620,2,101805.81999999999,50902.909999999996,3
1614,2,130820.69,65410.345,5
1552,2,193822.11,96911.055,4
1592,2,1733.4099999999999,866.7049999999999,3
1591,2,7563.52,3781.76,3
1547,2,597.79,298.895,3
1548,2,1050.22,525.11,3
1588,2,1344.22,672.11,3
1550,2,4518.12,2259.06,3
1587,2,2593.74,1296.87,3
1447,2,156654.97999999998,78327.48999999999,3
1559,2,252942.91000000003,126471.45500000002,3
1562,2,3861.97,1930.985,3
1585,2,1902.06,951.03,3
1564,2,6085.38,3042.69,3
1571,2,1825.2800000000002,912.6400000000001,3
1574,2,3529.4,1764.7,3
1593,2,6672.6,3336.3,3
1534,2,6975.950000000001,3487.9750000000004,3
1595,2,4810.29,2405.145,3
1525,2,172876.22,86438.11,3
1507,2,193489.07,96744.535,3
1605,2,13927.779999999999,6963.889999999999,3
1486,2,147325.30000000002,73662.65000000001,5
1482,2,120413.25,60206.625,3
1606,2,166256.98,83128.49,3
1476,2,136734.75,68367.375,4
1467,2,106023.45,53011.725,3
1466,2,114885.36,57442.68,3
1464,2,1441.5600000000002,720.7800000000001,3
1608,2,6161.110000000001,3080.5550000000003,3
1458,2,149804.77,74902.385,5
1609,2,1414.46,707.23,3
1453,2,98601.36,49300.68,3
1333,2,8460.710000000001,4230.3550000000005,4
1671,2,172019.36000000002,86009.68000000001,5
1081,2,2847.6899999999996,1423.8449999999998,3
1156,2,6500.51,3250.255,3
1759,2,2459.36,1229.68,3
1137,2,10143.86,5071.93,3
1139,2,194514.32,97257.16,4
1757,2,2268.78,1134.39,3
1149,2,2529.6,1264.8,3
1153,2,79018.3,39509.15,4
1159,2,2304.76,1152.38,3
1131,2,171492.62000000002,85746.31000000001,5
1746,2,194116.47,97058.235,4
1169,2,115464.31,57732.155,4
1741,2,57504.06,28752.03,3
1740,2,3998.99,1999.495,3
1737,2,1143.79,571.895,3
1186,2,92618.22,46309.11,4
1134,2,287336.74,143668.37,4
1127,2,538.24,269.12,3
1311,2,4247.63,2123.815,3
1100,2,120491.54000000001,60245.770000000004,3
1780,2,150944.87000000002,75472.43500000001,3
1084,2,2726.45,1363.225,3
1089,2,270496.57,135248.285,4
1776,2,1508.22,754.11,3
1775,2,5895.03,2947.515,3
1773,2,142678.29,71339.145,3
1765,2,4244.01,2122.005,3
1120,2,141148.75999999998,70574.37999999999,4
1575,2,127202.22,63601.11,4
1111,2,2390.64,1195.32,3
1113,2,120888.99,60444.495,3
1116,2,2393.7,1196.85,3
1763,2,226709.41,113354.705,3
1762,2,71358.76,35679.38,3
1732,2,81155.48,40577.74,4
1187,2,811.27,405.635,3
1731,2,55430.49,27715.245,3
1686,2,1470.3100000000002,735.1550000000001,3
1262,2,2748.44,1374.22,3
1263,2,299445.81,149722.905,6
1694,2,2007.8300000000002,1003.9150000000001,3
1687,2,180652.03,90326.015,4
1267,2,5279.29,2639.645,3
1278,2,7574.860000000001,3787.4300000000003,3
1284,2,131498.13,65749.065,6
1201,2,8045.360000000001,4022.6800000000003,3
1286,2,145855.18,72927.59,3
1290,2,6377.11,3188.555,3
1307,2,86362.68,43181.34,3
1308,2,103068.76,51534.38,3
1681,2,91944.48,45972.24,4
1678,2,5839.139999999999,2919.5699999999997,3
1260,2,2262.3,1131.15,3
1703,2,3672.93,1836.465,3
1712,2,1946.1,973.05,3
1254,2,2243.73,1121.865,3
1713,2,99508.79000000001,49754.395000000004,3
1251,2,164146.1,82073.05,3
1249,2,3731.7599999999998,1865.8799999999999,3
1244,2,96648.55,48324.275,3
1720,2,150705.08000000002,75352.54000000001,3
1237,2,123930.39000000001,61965.19500000001,5
1721,2,568.75,284.375,3
1232,2,4618.860000000001,2309.4300000000003,4
1723,2,9442.94,4721.47,3
1228,2,1414.9099999999999,707.4549999999999,3
1227,2,139853.6,69926.8,3
1212,2,3662.81,1831.405,3
1727,2,192922.8,96461.4,3
717,2,1809.42,904.71,3
1002,2,179412.24,89706.12,4
474,2,1927.56,963.78,3
530,2,3077.34,1538.67,3
235,2,144993.36000000002,72496.68000000001,4
172,2,10574.67,5287.335,3
245,2,170798.19999999998,85399.09999999999,3
607,2,2177.2000000000003,1088.6000000000001,3
601,2,71338.47,35669.235,4
442,2,6995.43,3497.715,3
162,2,100422.87000000001,50211.435000000005,3
302,2,1280.34,640.17,3
598,2,1079.23,539.615,4
639,2,58350.56,29175.28,3
300,2,3820.17,1910.085,3
101,2,301.33,150.665,3
102,2,1714.75,857.375,3
437,2,50309.270000000004,25154.635000000002,3
161,2,63536.02,31768.01,6
253,2,188174.84999999998,94087.42499999999,3
158,2,4736.59,2368.295,3
534,2,5421.97,2710.985,3
87,2,983.85,491.925,3
617,2,6140.599999999999,3070.2999999999997,3
618,2,6740.820000000001,3370.4100000000003,3
517,2,191060.5,95530.25,4
184,2,69480.90000000001,34740.450000000004,3
635,2,2103.67,1051.835,3
632,2,5038.05,2519.025,3
630,2,114026.42,57013.21,5
629,2,4711.110000000001,2355.5550000000003,3
386,2,6763.15,3381.575,3
179,2,503.47,251.735,3
448,2,3172.71,1586.355,3
311,2,1321.06,660.53,3
389,2,195085.03,97542.515,3
390,2,723.87,361.935,3
512,2,840.9,420.45,3
447,2,9253.59,4626.795,3
85,2,8535.04,4267.52,3
444,2,4362.8,2181.4,3
623,2,157075.74,78537.87,3
621,2,1253.78,626.89,3
288,2,7053.29,3526.645,3
584,2,191318.12999999998,95659.06499999999,3
110,2,2209.46,1104.73,3
128,2,3597.37,1798.685,3
415,2,1188.84,594.42,3
132,2,3375.3100000000004,1687.6550000000002,3
416,2,4208.66,2104.33,3
547,2,3053.86,1526.93,3
261,2,267845.48,133922.74,5
548,2,147743.69,73871.845,3
430,2,773.01,386.505,3
263,2,170283.7,85141.85,3
147,2,193225.15,96612.575,4
146,2,66301.25,33150.625,3
423,2,2310.29,1155.145,3
560,2,1356.88,678.44,3
558,2,2885.42,1442.71,3
140,2,2012.54,1006.27,3
555,2,104796.70999999999,52398.354999999996,5
142,2,4644.92,2322.46,3
428,2,99335.98,49667.99,3
414,2,1288.9299999999998,644.4649999999999,3
568,2,1362.5,681.25,3
583,2,207088.91,103544.455,3
569,2,2319.38,1159.69,3
111,2,135928.12000000002,67964.06000000001,3
582,2,155081.27,77540.635,3
401,2,2770.76,1385.38,3
287,2,3039.51,1519.755,3
114,2,223810.77000000002,111905.38500000001,3
156,2,7068.76,3534.38,3
405,2,184907.57,92453.785,4
155,2,5620.19,2810.095,3
579,2,2438.59,1219.295,3
406,2,3169.3,1584.65,5
284,2,2075.79,1037.895,3
123,2,122946.29,61473.145,3
576,2,6254.57,3127.285,3
572,2,4476.73,2238.365,3
153,2,144017.69,72008.845,3
279,2,116782.81,58391.405,3
540,2,2143.64,1071.82,3
77,2,142169.32,71084.66,3
511,2,2320.34,1160.17,3
143,2,2566.4300000000003,1283.2150000000001,3
363,2,199062.52,99531.26,4
74,2,188022.34,94011.17,3
13,2,162180.46999999997,81090.23499999999,3
220,2,3800.1800000000003,1900.0900000000001,3
32,2,174649.33,87324.665,3
360,2,3459.15,1729.575,3
361,2,6219.639999999999,3109.8199999999997,3
364,2,1455.27,727.635,3
30,2,3557.3599999999997,1778.6799999999998,3
12,2,6849.18,3424.59,3
35,2,275074.95,137537.475,3
204,2,193307.87,96653.935,5
37,2,125809.95,62904.975,3
365,2,194504.36000000002,97252.18000000001,4
658,2,197113.95,98556.975,3
188,2,199418.09,99709.045,3
29,2,157342.56,78671.28,3
205,2,758.02,379.01,3
357,2,1659.23,829.615,3
491,2,166599.97,83299.985,3
690,2,74467.73,37233.865,3
16,2,2407.94,1203.97,3
19,2,154525.71,77262.855,3
356,2,112261.92,56130.96,4
201,2,145852.11000000002,72926.05500000001,5
22,2,6352.58,3176.29,3
694,2,7253.009999999999,3626.5049999999997,3
215,2,5574.54,2787.27,3
671,2,152778.54,76389.27,3
669,2,986.3799999999999,493.18999999999994,3
351,2,5286.36,2643.18,3
216,2,5392.98,2696.49,3
219,2,140580.71,70290.355,3
350,2,2975.2799999999997,1487.6399999999999,3
15,2,177126.93000000002,88563.46500000001,3
657,2,1468.43,734.215,3
377,2,121559.8,60779.9,3
343,2,347361.80000000005,173680.90000000002,4
207,2,2575.99,1287.995,3
470,2,5209.65,2604.825,3
376,2,3282.8,1641.4,3
375,2,971.71,485.855,3
647,2,105172.64,52586.32,5
209,2,1008.14,504.07,3
453,2,3596.07,1798.035,3
483,2,2484.64,1242.32,3
650,2,182060.37,91030.185,4
187,2,201314.84,100657.42,6
47,2,4084.49,2042.245,3
314,2,1848.02,924.01,3
651,2,574.01,287.005,3
652,2,182825.97,91412.985,4
371,2,4350.0,2175.0,3
708,2,58811.26,29405.63,5
368,2,54220.11,27110.055,3
508,2,117035.73,58517.865,4
43,2,10169.48,5084.74,3
456,2,4876.5,2438.25,3
344,2,2046.21,1023.105,3
656,2,147027.84,73513.92,3
701,2,6333.21,3166.605,3
331,2,89960.34999999999,44980.174999999996,4
68,2,172663.93,86331.965,3
66,2,3177.79,1588.895,3
1653,1,4866.49,4866.49,3
1651,1,93.93,93.93,3
1590,1,185.33,185.33,3
1643,1,6129.48,6129.48,3
1645,1,77367.09,77367.09,3
210,1,1659.64,1659.64,3
264,1,3966.53,3966.53,3
260,1,101.83,101.83,3
213,1,192289.25,192289.25,3
1641,1,422.8,422.8,3
1646,1,144127.59,144127.59,3
233,1,761.8,761.8,3
259,1,5258.84,5258.84,3
258,1,233.83,233.83,3
1618,1,487.43,487.43,3
1617,1,115417.1,115417.1,3
234,1,3480.01,3480.01,4
1613,1,3499.92,3499.92,3
231,1,974.41,974.41,3
271,1,2061.07,2061.07,3
230,1,109.45,109.45,3
1626,1,1167.29,1167.29,3
1610,1,100964.53,100964.53,4
1627,1,3084.32,3084.32,3
238,1,1168.58,1168.58,3
242,1,152694.45,152694.45,3
229,1,384.16,384.16,3
248,1,105.99,105.99,3
1604,1,2495.58,2495.58,3
1602,1,6054.01,6054.01,3
222,1,1628.87,1628.87,3
249,1,1184.93,1184.93,3
1600,1,93547.35,93547.35,5
1599,1,194.14,194.14,3
1597,1,110.59,110.59,3
255,1,145.5,145.5,3
257,1,2363.87,2363.87,3
1634,1,750.64,750.64,3
1635,1,1109.33,1109.33,3
1639,1,166960.94,166960.94,3
214,1,1240.45,1240.45,3
250,1,3212.72,3212.72,3
710,1,491.88,491.88,3
1578,1,998.52,998.52,3
1473,1,60.82,60.82,3
1475,1,91.46,91.46,3
317,1,1138.85,1138.85,3
316,1,147460.18,147460.18,5
1478,1,1054.45,1054.45,3
315,1,1952.06,1952.06,3
1481,1,1189.84,1189.84,3
1483,1,384.43,384.43,3
313,1,139772.44,139772.44,3
1487,1,473.4,473.4,3
1488,1,175778.53,175778.53,3
1489,1,3881.74,3881.74,3
1491,1,765.61,765.61,3
1492,1,2612.0,2612.0,3
1493,1,1079.74,1079.74,3
1494,1,261.63,261.63,3
1495,1,2331.17,2331.17,3
1498,1,639.39,639.39,3
1499,1,1067.64,1067.64,3
1500,1,71890.75,71890.75,3
1474,1,128554.1,128554.1,3
1470,1,212.98,212.98,3
1576,1,1556.5,1556.5,3
318,1,2275.7,2275.7,3
1437,1,165848.13,165848.13,3
338,1,168123.18,168123.18,6
1439,1,1499.28,1499.28,3
1440,1,3944.41,3944.41,3
1441,1,11224.97,11224.97,3
1442,1,32.36,32.36,3
333,1,2901.65,2901.65,3
328,1,452.12,452.12,3
327,1,2081.62,2081.62,3
1449,1,1089.28,1089.28,3
326,1,1932.08,1932.08,3
1456,1,749.74,749.74,3
323,1,1456.84,1456.84,3
321,1,2306.1,2306.1,3
1460,1,2001.59,2001.59,3
1462,1,3498.63,3498.63,3
320,1,2040.37,2040.37,3
1465,1,1788.72,1788.72,3
319,1,108206.21,108206.21,3
1502,1,191625.73,191625.73,3
1504,1,2149.7,2149.7,3
307,1,1765.67,1765.67,3
304,1,5741.12,5741.12,3
1543,1,488.96,488.96,3
1656,1,117137.47,117137.47,4
1546,1,5187.39,5187.39,3
289,1,3017.8,3017.8,3
286,1,5958.25,5958.25,3
1551,1,1558.19,1558.19,3
285,1,99612.72,99612.72,4
281,1,5434.06,5434.06,3
1561,1,4118.37,4118.37,3
1563,1,1419.03,1419.03,3
276,1,1284.3,1284.3,3
1566,1,1161.72,1161.72,3
1568,1,776.83,776.83,3
1569,1,629.89,629.89,3
1570,1,106079.99,106079.99,3
275,1,78135.31,78135.31,4
1573,1,970.34,970.34,3
274,1,135018.56,135018.56,4
273,1,2503.11,2503.11,3
1542,1,1678.04,1678.04,3
1541,1,6860.28,6860.28,3
1539,1,187118.84,187118.84,5
1519,1,524.57,524.57,3
1508,1,820.2,820.2,3
1512,1,25.41,25.41,3
1513,1,2199.3,2199.3,3
1514,1,3879.84,3879.84,4
1515,1,61453.55,61453.55,3
1516,1,123.83,123.83,3
1517,1,67561.6,67561.6,4
1518,1,629.37,629.37,3
303,1,2749.77,2749.77,3
1535,1,588.85,588.85,3
1521,1,1911.36,1911.36,3
1523,1,574.77,574.77,3
1524,1,186512.88,186512.88,3
1526,1,523.22,523.22,3
301,1,113.99,113.99,3
1530,1,4201.47,4201.47,3
1532,1,722.47,722.47,3
299,1,3031.89,3031.89,3
293,1,192258.99,192258.99,4
1726,1,1162.97,1162.97,3
1658,1,1522.94,1522.94,3
81,1,4155.59,4155.59,4
84,1,692.88,692.88,3
1880,1,452.14,452.14,3
1881,1,1443.42,1443.42,3
1882,1,359.25,359.25,3
1883,1,358.06,358.06,3
1884,1,554.59,554.59,3
1886,1,167234.28,167234.28,3
