transaction_id,customer_id,merchant_id,transaction_time,amount,country,city,payment_method,status,device_id,ip_address,flag_high_amount,txn_count_10min,flag_velocity_10min,prev_txn_time_same_merchant,time_diff_min_same_merchant,flag_same_merchant_5min,flag_odd_hour,home_country,flag_location_change,is_failed,failed_count_15min,flag_failed_then_success,fraud_score,risk_level,fraud_reasons
TXN1030928,28,208,2025-01-03 00:05:00,2811.47,India,Mumbai,UPI,SUCCESS,64385,128.241.33.98,0,5.0,1,,,0,1,India,0,0,1.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1018400,28,171,2025-01-03 00:08:00,2948.03,India,Hyderabad,Credit Card,SUCCESS,41752,29.232.76.125,0,6.0,1,,,0,1,India,0,0,1.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1005472,28,278,2025-01-03 00:09:00,2898.06,India,Bangalore,Credit Card,SUCCESS,59359,57.124.176.142,0,7.0,1,,,0,1,India,0,0,1.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1046451,28,51,2025-01-16 04:51:33,10.0,UK,Manchester,Debit Card,FAILED,57201,136.234.199.219,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1012744,29,207,2025-01-01 07:39:45,101752.27,India,Delhi,Credit Card,SUCCESS,28331,137.238.160.121,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1032251,29,240,2025-01-23 19:59:01,55590.29,India,Mumbai,UPI,SUCCESS,39448,107.69.91.20,1,1.0,0,2025-01-23 16:37:25,201.6,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1022679,30,146,2025-01-09 03:03:01,1042.3,UK,London,UPI,SUCCESS,28522,23.130.23.5,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1044032,30,114,2025-01-14 03:34:49,2515.06,Singapore,Singapore,UPI,SUCCESS,36878,79.218.70.237,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1029753,31,172,2025-01-01 17:52:23,122632.02,India,Hyderabad,UPI,FAILED,26049,80.156.88.164,1,1.0,0,,,0,0,India,0,1,1.0,0,3,Medium,high_amount
TXN1026307,32,134,2025-01-16 17:56:36,171305.97,India,Mumbai,NetBanking,SUCCESS,83257,38.69.178.59,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1031404,32,200,2025-01-17 00:57:57,3343.36,USA,San Francisco,Debit Card,SUCCESS,58088,52.214.166.33,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043838,33,49,2025-01-04 04:15:57,494.12,UK,London,UPI,SUCCESS,96593,58.166.66.1,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1036845,34,194,2025-01-04 00:05:01,269.96,UAE,Abu Dhabi,Debit Card,SUCCESS,52071,175.250.214.215,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012711,35,163,2025-01-13 18:53:17,136065.14,India,Delhi,UPI,SUCCESS,94543,18.216.159.216,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1048119,35,160,2025-01-24 19:31:06,139009.81,India,Hyderabad,UPI,SUCCESS,22850,232.157.103.208,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1030565,37,18,2025-01-05 01:31:33,966.26,Singapore,Singapore,UPI,SUCCESS,47404,53.153.154.40,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1010301,37,14,2025-01-10 11:59:14,124843.69,India,Pune,Wallet,SUCCESS,50196,55.54.50.55,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1048977,38,87,2025-01-13 04:30:33,4428.64,UAE,Dubai,Debit Card,SUCCESS,11317,16.25.226.244,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1037012,38,6,2025-01-18 23:10:37,130007.86,India,Hyderabad,Debit Card,SUCCESS,56551,238.232.192.140,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1025787,38,62,2025-01-26 00:54:12,1648.9,UAE,Dubai,NetBanking,SUCCESS,39779,100.43.238.52,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1048942,39,163,2025-01-04 19:14:22,63103.82,India,Pune,UPI,SUCCESS,20385,124.248.248.240,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1022373,39,114,2025-01-15 00:09:35,566.22,UK,London,Credit Card,SUCCESS,94813,40.56.98.91,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1047652,39,266,2025-01-29 02:27:07,3939.93,UAE,Abu Dhabi,Debit Card,SUCCESS,43847,160.234.241.223,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1014963,41,212,2025-01-20 06:12:31,68790.79,India,Mumbai,Debit Card,SUCCESS,32224,238.180.102.85,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1022938,42,63,2025-01-21 23:08:00,3524.34,USA,Chicago,UPI,SUCCESS,33245,183.35.18.146,0,4.0,1,,,0,0,India,1,0,0.0,0,4,Medium,"velocity_10min,location_change"
TXN1003505,43,186,2025-01-21 03:12:28,7872.0,USA,New York,Credit Card,FAILED,49127,199.106.239.101,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1013585,43,105,2025-01-22 03:46:57,2297.48,UAE,Abu Dhabi,NetBanking,SUCCESS,21030,125.75.141.91,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043892,46,73,2025-01-04 00:45:30,10495.49,Singapore,Singapore,UPI,SUCCESS,97912,214.80.234.39,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1038833,47,168,2025-01-13 02:35:08,2764.06,UK,London,Credit Card,SUCCESS,32151,200.178.86.137,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033285,47,250,2025-01-21 01:35:18,1320.43,USA,Dallas,UPI,SUCCESS,78928,51.81.113.41,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1005434,50,109,2025-01-25 00:14:34,4740.75,Singapore,Singapore,NetBanking,SUCCESS,66918,10.88.153.122,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1035758,52,189,2025-01-17 03:28:23,2962.44,USA,New York,Credit Card,SUCCESS,80954,119.134.158.228,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1042065,55,21,2025-01-18 04:07:00,3095.04,India,Pune,UPI,SUCCESS,24814,90.186.164.148,0,4.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1003537,55,85,2025-01-18 04:09:00,926.89,India,Mumbai,UPI,SUCCESS,61042,87.57.87.82,0,6.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1037924,55,212,2025-01-18 04:09:00,3229.03,India,Bangalore,UPI,SUCCESS,38139,98.147.69.7,0,5.0,1,,,0,1,India,0,0,0.0,0,3,Medium,"velocity_10min,odd_hour"
TXN1029071,55,288,2025-01-29 01:54:50,153.09,USA,New York,UPI,SUCCESS,73353,6.84.225.192,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1031697,57,107,2025-01-24 01:58:02,2230.43,USA,Dallas,Credit Card,SUCCESS,62280,28.194.120.53,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1044510,62,72,2025-01-04 01:57:41,846.16,UK,London,UPI,SUCCESS,92095,13.114.249.142,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1022658,63,211,2025-01-09 02:44:11,1589.85,UAE,Dubai,NetBanking,SUCCESS,59584,235.60.135.154,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1026111,66,248,2025-01-13 00:58:29,110.94,USA,Dallas,NetBanking,FAILED,95518,124.43.66.230,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1035458,66,83,2025-01-15 04:11:58,3066.85,UK,London,UPI,FAILED,11602,247.96.210.77,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1040840,67,22,2025-01-10 01:29:59,3765.9,UK,Manchester,Credit Card,SUCCESS,47601,124.28.15.13,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1016610,68,231,2025-01-08 04:14:46,428.19,USA,Chicago,Debit Card,SUCCESS,55503,246.1.164.147,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1017856,68,178,2025-01-25 12:56:16,172235.74,India,Delhi,UPI,SUCCESS,48060,97.71.241.247,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1030256,74,194,2025-01-22 15:04:03,187850.35,India,Hyderabad,UPI,SUCCESS,52522,63.21.123.170,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1018759,74,265,2025-01-29 00:40:59,171.99,USA,Chicago,UPI,SUCCESS,28371,72.11.115.112,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1018648,75,39,2025-01-16 04:31:40,3422.96,UK,Manchester,Wallet,SUCCESS,13896,62.5.124.5,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1006628,77,191,2025-01-16 03:13:58,177.62,USA,Chicago,UPI,SUCCESS,33607,127.217.60.127,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1043660,77,283,2025-01-22 05:34:39,141991.7,India,Pune,UPI,SUCCESS,23660,37.110.120.74,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1001433,78,195,2025-01-18 02:10:47,1038.15,USA,San Francisco,Debit Card,SUCCESS,15423,8.76.167.156,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1029861,79,249,2025-01-09 01:56:53,1278.64,UAE,Abu Dhabi,NetBanking,SUCCESS,27165,127.86.105.14,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1009482,79,31,2025-01-12 01:17:19,1436.68,USA,New York,Debit Card,FAILED,26862,33.39.21.205,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1041858,79,41,2025-01-15 01:19:37,6031.71,USA,Dallas,UPI,SUCCESS,85459,23.85.178.195,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1019882,79,234,2025-01-27 04:33:50,506.78,Singapore,Singapore,Wallet,SUCCESS,44103,157.25.124.131,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1009899,81,46,2025-01-12 23:08:00,4155.59,Singapore,Singapore,UPI,SUCCESS,92859,204.56.16.26,0,5.0,1,,,0,0,India,1,0,0.0,0,4,Medium,"velocity_10min,location_change"
TXN1031585,82,33,2025-01-07 03:19:30,1368.87,USA,Chicago,UPI,SUCCESS,47328,193.81.97.177,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1006028,83,144,2025-01-11 01:47:51,120778.81,India,Mumbai,NetBanking,SUCCESS,82114,32.57.87.5,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1004985,83,217,2025-01-17 04:22:28,2867.43,UK,London,UPI,SUCCESS,87970,53.72.33.176,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1038985,83,10,2025-01-29 21:02:04,67094.13,India,Pune,Debit Card,SUCCESS,12278,33.200.70.189,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1021099,84,40,2025-01-23 02:40:24,692.88,UAE,Abu Dhabi,UPI,SUCCESS,22430,151.245.152.47,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1039645,85,243,2025-01-02 02:25:51,268.5,UAE,Dubai,Debit Card,SUCCESS,99832,63.112.147.36,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1035346,85,234,2025-01-12 01:46:39,8266.54,Singapore,Singapore,Debit Card,SUCCESS,99906,3.18.65.17,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1022712,86,268,2025-01-27 00:18:15,5224.55,USA,Dallas,UPI,SUCCESS,36471,154.37.74.182,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1041470,87,33,2025-01-24 04:19:12,510.69,USA,New York,UPI,SUCCESS,72175,206.118.122.217,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033012,87,237,2025-01-31 01:13:16,473.16,USA,San Francisco,UPI,SUCCESS,51697,42.113.17.233,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1000014,88,33,2025-01-11 07:55:58,93644.53,India,Mumbai,UPI,SUCCESS,39678,245.47.14.21,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1035552,89,74,2025-01-07 00:38:23,69.1,UAE,Dubai,UPI,SUCCESS,21329,219.18.127.77,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1038799,91,208,2025-01-12 01:11:53,797.85,USA,Chicago,UPI,SUCCESS,18110,190.144.162.138,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1002611,93,165,2025-01-05 01:11:03,1021.58,USA,San Francisco,NetBanking,SUCCESS,66365,117.1.24.209,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1039856,93,289,2025-01-20 00:44:54,434.42,UK,London,Wallet,SUCCESS,85031,71.59.158.197,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1047988,93,121,2025-01-20 04:21:27,90.32,UK,Manchester,UPI,SUCCESS,95918,166.188.228.43,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1033708,94,170,2025-01-04 01:49:56,1479.05,USA,San Francisco,UPI,SUCCESS,81660,138.58.132.157,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1021085,95,215,2025-01-14 12:35:19,179339.86,India,Pune,Debit Card,SUCCESS,58157,59.190.40.147,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1023109,100,46,2025-01-03 04:06:33,760.67,USA,Chicago,UPI,SUCCESS,12417,111.110.169.126,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012051,101,71,2025-01-05 04:52:01,260.44,UK,London,UPI,SUCCESS,96957,210.80.78.19,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1015415,101,10,2025-01-07 01:51:05,40.89,Singapore,Singapore,UPI,SUCCESS,84076,172.58.109.21,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1011306,102,93,2025-01-02 01:16:53,1559.32,Singapore,Singapore,NetBanking,SUCCESS,45026,64.126.178.107,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1029968,102,195,2025-01-25 00:08:11,155.43,USA,San Francisco,UPI,SUCCESS,99568,91.224.136.61,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1028512,103,94,2025-01-30 17:53:26,130244.32,India,Delhi,UPI,SUCCESS,65055,122.248.239.184,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1023069,106,25,2025-01-15 04:55:17,1196.61,USA,Dallas,Credit Card,SUCCESS,64916,107.17.204.30,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1047380,106,91,2025-01-15 10:24:05,87049.89,India,Hyderabad,NetBanking,SUCCESS,75114,68.80.135.65,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1045567,106,102,2025-01-24 04:12:02,600.97,USA,Chicago,UPI,SUCCESS,55785,192.62.106.168,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1035567,107,258,2025-01-05 04:12:21,99.39,UK,London,UPI,SUCCESS,96210,175.84.120.204,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1019396,108,245,2025-01-14 02:51:56,4728.98,Singapore,Singapore,Debit Card,SUCCESS,92425,116.106.136.244,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1024806,110,26,2025-01-10 04:19:13,1826.44,Singapore,Singapore,UPI,SUCCESS,45332,69.108.146.114,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1025931,110,208,2025-01-25 00:41:07,383.02,USA,Chicago,UPI,SUCCESS,98404,96.163.202.179,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1016887,111,213,2025-01-13 18:54:29,135252.2,India,Pune,NetBanking,SUCCESS,16280,109.164.175.103,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1018095,111,202,2025-01-22 03:57:11,675.92,Singapore,Singapore,NetBanking,FAILED,75596,254.9.103.115,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1026015,113,230,2025-01-12 15:29:29,135739.61,India,Hyderabad,UPI,SUCCESS,71184,51.152.109.150,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1022778,114,181,2025-01-05 19:37:49,162550.01,India,Hyderabad,UPI,SUCCESS,42491,50.10.217.161,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1005563,114,256,2025-01-07 07:21:13,61260.76,India,Pune,Debit Card,SUCCESS,46360,88.219.51.18,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1035830,115,300,2025-01-10 01:43:36,127.71,Singapore,Singapore,Debit Card,SUCCESS,67220,131.198.1.168,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1027893,115,77,2025-01-24 00:02:04,248.33,UK,London,UPI,SUCCESS,64018,194.44.53.169,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1000739,115,212,2025-01-29 01:03:43,100.34,UAE,Abu Dhabi,Credit Card,SUCCESS,76657,163.242.90.112,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1007186,115,134,2025-01-29 22:06:00,983.14,Singapore,Singapore,UPI,SUCCESS,76985,186.178.115.66,0,5.0,1,2025-01-21 10:28:44,12217.266666666666,0,0,India,1,0,0.0,0,4,Medium,"velocity_10min,location_change"
TXN1037338,115,156,2025-01-29 22:06:00,4394.51,Singapore,Singapore,NetBanking,SUCCESS,63948,173.55.138.16,0,6.0,1,,,0,0,India,1,0,0.0,0,4,Medium,"velocity_10min,location_change"
TXN1012550,116,265,2025-01-26 00:04:56,895.27,USA,Chicago,UPI,SUCCESS,40798,111.47.71.15,0,1.0,0,2025-01-13 17:41:00,17663.933333333334,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1001609,117,100,2025-01-28 05:06:32,82210.17,India,Delhi,UPI,SUCCESS,41538,92.68.121.115,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1001075,118,177,2025-01-18 02:46:48,6541.5,UK,London,UPI,SUCCESS,12159,222.46.23.83,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1030326,118,152,2025-01-23 04:48:53,257.77,UAE,Abu Dhabi,UPI,SUCCESS,59106,58.0.252.172,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1012384,118,94,2025-01-28 00:33:31,123966.96,India,Mumbai,Credit Card,SUCCESS,33928,213.147.13.96,1,1.0,0,,,0,1,India,0,0,0.0,0,4,Medium,"high_amount,odd_hour"
TXN1028998,119,277,2025-01-24 00:51:36,3694.1,Singapore,Singapore,Wallet,FAILED,57209,232.163.99.9,0,1.0,0,,,0,1,India,1,1,1.0,0,3,Medium,"odd_hour,location_change"
TXN1003609,122,24,2025-01-16 03:08:10,2688.76,UAE,Abu Dhabi,Credit Card,SUCCESS,35435,99.111.84.41,0,1.0,0,2025-01-07 11:02:32,12485.633333333333,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
TXN1010954,123,292,2025-01-08 13:16:23,120892.25,India,Hyderabad,UPI,SUCCESS,21390,151.53.101.87,1,1.0,0,,,0,0,India,0,0,0.0,0,3,Medium,high_amount
TXN1041871,123,9,2025-01-26 04:05:27,2054.04,UK,London,Debit Card,SUCCESS,94540,241.169.47.17,0,1.0,0,,,0,1,India,1,0,0.0,0,3,Medium,"odd_hour,location_change"
