transaction_id,customer_id,merchant_id,transaction_time,amount,country,city,payment_method,status,device_id,ip_address
TXN1035093,1917,253,2025-01-01 00:19:51,3851.41,India,Pune,UPI,SUCCESS,75425,219.78.129.190
TXN1005723,32,78,2025-01-01 00:20:21,97.64,India,Mumbai,Debit Card,SUCCESS,81564,247.88.221.218
TXN1044603,196,231,2025-01-01 00:20:41,1186.65,India,Mumbai,UPI,SUCCESS,94749,88.28.136.139
TXN1016408,1043,96,2025-01-01 00:21:28,1070.84,India,Mumbai,UPI,SUCCESS,78685,109.102.67.211
TXN1012223,1011,87,2025-01-01 00:22:07,3052.8,India,Delhi,Wallet,FAILED,43794,187.242.125.181
TXN1048482,624,207,2025-01-01 00:22:09,378.76,India,Mumbai,UPI,SUCCESS,44104,181.165.18.228
TXN1033600,1523,234,2025-01-01 00:23:00,1378.31,India,Hyderabad,UPI,SUCCESS,61186,130.53.33.240
TXN1011289,335,81,2025-01-01 00:23:10,413.92,India,Mumbai,UPI,SUCCESS,20489,71.105.11.188
TXN1024939,1973,164,2025-01-01 00:23:24,3003.1,India,Hyderabad,UPI,SUCCESS,68058,144.49.1.73
TXN1019284,966,242,2025-01-01 00:23:28,8968.64,India,Mumbai,UPI,SUCCESS,50068,24.107.86.123
TXN1002671,1623,232,2025-01-01 00:24:24,563.26,India,Delhi,Credit Card,SUCCESS,62766,27.157.253.208
TXN1004330,1144,121,2025-01-01 00:25:05,259.32,India,Delhi,UPI,SUCCESS,68409,10.98.57.140
TXN1013213,1829,54,2025-01-01 00:26:20,1936.35,India,Pune,UPI,SUCCESS,70322,23.82.119.0
TXN1012997,1938,227,2025-01-01 00:27:57,3650.86,India,Delhi,Debit Card,SUCCESS,57515,133.94.155.114
TXN1019999,946,272,2025-01-01 00:28:29,3131.67,UK,Manchester,Debit Card,SUCCESS,40653,65.10.157.208
TXN1001380,172,51,2025-01-01 00:28:56,2733.79,India,Bangalore,Debit Card,SUCCESS,66342,39.230.148.3
TXN1008374,920,45,2025-01-01 00:30:29,858.9,India,Bangalore,Wallet,SUCCESS,92299,187.50.25.252
TXN1032954,1169,83,2025-01-01 00:31:37,1442.52,India,Bangalore,UPI,SUCCESS,91079,114.49.93.70
TXN1044726,842,202,2025-01-01 00:31:43,1383.58,India,Pune,Debit Card,SUCCESS,73317,217.80.7.207
TXN1038775,530,187,2025-01-01 00:32:35,734.95,India,Bangalore,Debit Card,SUCCESS,94437,6.213.13.68
TXN1045008,1540,56,2025-01-01 00:33:10,542.09,India,Bangalore,UPI,SUCCESS,48340,216.60.45.90
TXN1047978,396,160,2025-01-01 00:36:23,1076.78,India,Hyderabad,Debit Card,SUCCESS,24608,176.136.171.10
TXN1007886,384,105,2025-01-01 00:38:50,514.29,India,Mumbai,NetBanking,SUCCESS,55663,202.243.78.165
TXN1008894,79,33,2025-01-01 00:39:38,852.27,India,Hyderabad,UPI,SUCCESS,26063,180.60.107.250
TXN1000851,1192,215,2025-01-01 00:39:42,1749.06,India,Bangalore,UPI,SUCCESS,65765,73.57.219.147
TXN1030307,1873,116,2025-01-01 00:39:51,4344.25,India,Delhi,Wallet,SUCCESS,47688,241.27.31.24
TXN1045987,1580,180,2025-01-01 00:40:01,517.2,India,Hyderabad,UPI,SUCCESS,73811,238.59.160.13
TXN1029885,186,45,2025-01-01 00:40:16,4286.01,India,Pune,UPI,SUCCESS,29728,242.28.41.44
TXN1022330,1546,211,2025-01-01 00:41:28,1028.85,India,Pune,Debit Card,SUCCESS,61313,147.98.176.55
TXN1020716,1443,263,2025-01-01 00:41:50,706.7,USA,Dallas,UPI,SUCCESS,63705,55.170.128.33
TXN1034657,270,170,2025-01-01 00:42:22,7845.13,India,Pune,UPI,FAILED,28346,223.19.163.54
TXN1027636,1614,139,2025-01-01 00:45:11,8190.72,India,Hyderabad,UPI,SUCCESS,28842,194.89.160.100
TXN1030103,96,51,2025-01-01 00:46:22,4827.18,India,Hyderabad,UPI,SUCCESS,29039,21.99.191.42
TXN1029789,1658,202,2025-01-01 00:46:50,543.22,India,Bangalore,Credit Card,SUCCESS,66325,247.69.118.209
TXN1033266,1912,36,2025-01-01 00:47:54,1261.28,USA,Chicago,UPI,SUCCESS,15031,17.128.182.142
TXN1039930,1346,201,2025-01-01 00:48:23,2270.27,UK,Manchester,UPI,SUCCESS,92636,149.141.206.96
TXN1003464,393,279,2025-01-01 00:48:44,1691.26,India,Delhi,Debit Card,FAILED,44482,62.213.221.169
TXN1037777,240,55,2025-01-01 00:49:02,10.0,India,Bangalore,UPI,SUCCESS,49274,116.195.238.122
TXN1026259,1677,134,2025-01-01 00:49:28,126.72,India,Pune,Debit Card,SUCCESS,57755,96.24.212.217
TXN1000121,879,13,2025-01-01 00:49:39,1471.19,India,Mumbai,UPI,SUCCESS,36574,216.40.36.138
TXN1021432,554,104,2025-01-01 00:51:00,178.7,India,Mumbai,UPI,FAILED,22751,63.179.106.101
TXN1028640,286,278,2025-01-01 00:52:17,583.57,India,Mumbai,Credit Card,SUCCESS,41869,237.21.182.190
TXN1048829,1868,298,2025-01-01 00:54:24,730.74,USA,Chicago,Debit Card,SUCCESS,32533,173.140.200.180
TXN1000867,1366,232,2025-01-01 00:55:00,227.88,India,Bangalore,UPI,SUCCESS,18406,212.105.10.28
TXN1022953,1869,113,2025-01-01 00:55:15,935.05,India,Pune,NetBanking,SUCCESS,70302,5.60.195.72
TXN1036411,1731,138,2025-01-01 00:59:06,4695.5,India,Pune,UPI,SUCCESS,14809,252.233.76.68
TXN1047262,1992,45,2025-01-01 00:59:53,1272.29,India,Bangalore,Debit Card,FAILED,44693,150.103.165.97
TXN1044686,44,41,2025-01-01 01:00:18,516.3,India,Bangalore,UPI,SUCCESS,39783,174.117.177.6
TXN1037015,1267,148,2025-01-01 01:01:04,1721.39,India,Delhi,UPI,SUCCESS,22165,36.10.112.244
TXN1041802,584,246,2025-01-01 01:01:45,630.24,India,Mumbai,UPI,SUCCESS,27441,247.238.79.177
TXN1007184,1256,195,2025-01-01 01:03:51,3401.71,India,Bangalore,Credit Card,SUCCESS,10706,76.180.168.249
TXN1017706,81,37,2025-01-01 01:04:09,195.0,India,Mumbai,UPI,SUCCESS,74570,7.148.216.91
TXN1004103,1478,265,2025-01-01 01:05:19,4152.5,India,Bangalore,UPI,SUCCESS,61193,169.233.136.111
TXN1029078,761,36,2025-01-01 01:06:02,298.69,India,Hyderabad,Credit Card,SUCCESS,73059,174.155.3.198
TXN1048340,1773,126,2025-01-01 01:07:27,321.93,India,Pune,UPI,FAILED,15263,81.75.24.187
TXN1028466,633,136,2025-01-01 01:07:43,541.52,India,Bangalore,Credit Card,SUCCESS,71375,12.68.53.227
TXN1034600,456,97,2025-01-01 01:08:51,4038.97,India,Hyderabad,UPI,SUCCESS,38495,240.241.28.158
TXN1035973,68,143,2025-01-01 01:08:55,5175.2,India,Delhi,UPI,SUCCESS,35216,57.125.190.51
TXN1040125,630,113,2025-01-01 01:09:02,18.96,India,Pune,UPI,SUCCESS,30273,130.153.124.129
TXN1018005,1110,115,2025-01-01 01:09:20,1181.98,India,Mumbai,UPI,SUCCESS,66738,85.220.222.56
TXN1020510,13,86,2025-01-01 01:09:30,8560.48,India,Delhi,Credit Card,SUCCESS,47581,129.107.86.1
TXN1038733,798,177,2025-01-01 01:09:58,2325.03,India,Mumbai,Debit Card,SUCCESS,48279,21.63.130.186
TXN1020400,974,93,2025-01-01 01:10:12,309.38,India,Hyderabad,UPI,FAILED,87553,246.88.171.59
TXN1042527,1860,281,2025-01-01 01:10:32,2385.17,India,Bangalore,Debit Card,SUCCESS,68648,67.203.100.146
TXN1034615,195,11,2025-01-01 01:11:30,51.16,USA,Dallas,Wallet,SUCCESS,37204,220.128.48.73
TXN1005544,629,291,2025-01-01 01:11:55,1018.6,India,Bangalore,UPI,SUCCESS,11778,40.108.237.65
TXN1033662,1702,116,2025-01-01 01:12:07,679.03,India,Pune,Credit Card,SUCCESS,11751,95.136.10.79
TXN1049296,1990,229,2025-01-01 01:13:13,163029.48,India,Pune,Wallet,SUCCESS,56641,89.75.89.78
TXN1010186,939,284,2025-01-01 01:15:29,2169.31,India,Mumbai,UPI,SUCCESS,88535,120.75.177.221
TXN1010847,1450,209,2025-01-01 01:17:22,1721.14,India,Pune,UPI,SUCCESS,15648,5.231.125.245
TXN1011203,1490,71,2025-01-01 01:19:28,1018.09,India,Delhi,Credit Card,SUCCESS,91372,208.27.240.123
TXN1011891,1307,95,2025-01-01 01:19:37,7769.28,UAE,Dubai,Credit Card,SUCCESS,64299,200.160.84.123
TXN1000116,296,235,2025-01-01 01:20:49,38.85,India,Pune,NetBanking,SUCCESS,61947,31.210.27.35
TXN1015706,856,271,2025-01-01 01:20:56,4361.84,UAE,Dubai,Wallet,SUCCESS,66825,178.249.21.165
TXN1047706,1283,179,2025-01-01 01:21:17,9529.6,India,Delhi,Wallet,SUCCESS,66816,195.102.68.147
TXN1027787,823,191,2025-01-01 01:21:38,1395.38,India,Bangalore,Credit Card,SUCCESS,85379,246.67.216.194
TXN1041200,805,228,2025-01-01 01:22:09,2282.43,India,Delhi,UPI,SUCCESS,49693,192.238.187.136
TXN1003709,598,219,2025-01-01 01:22:11,596.49,India,Delhi,Debit Card,FAILED,30468,19.107.96.28
TXN1026925,1733,236,2025-01-01 01:22:45,563.06,India,Delhi,NetBanking,SUCCESS,13319,67.174.247.113
TXN1016284,574,75,2025-01-01 01:22:58,514.28,India,Mumbai,UPI,SUCCESS,77336,2.16.43.165
TXN1015844,1018,221,2025-01-01 01:23:24,4508.65,India,Mumbai,UPI,SUCCESS,45653,209.85.28.117
TXN1033462,1375,224,2025-01-01 01:24:23,3144.76,India,Pune,UPI,SUCCESS,22906,96.181.146.13
TXN1026823,59,165,2025-01-01 01:24:43,1753.76,India,Bangalore,UPI,SUCCESS,59093,41.103.31.223
TXN1006579,1805,183,2025-01-01 01:26:32,8161.39,India,Mumbai,Debit Card,SUCCESS,43312,69.160.34.159
TXN1008009,578,83,2025-01-01 01:27:54,1274.51,UAE,Abu Dhabi,UPI,SUCCESS,66979,100.87.20.19
TXN1004077,709,211,2025-01-01 01:28:21,549.28,India,Mumbai,Debit Card,SUCCESS,74253,69.203.190.47
TXN1025147,1597,284,2025-01-01 01:28:45,110.42,India,Pune,UPI,SUCCESS,11130,114.248.89.98
TXN1018201,282,118,2025-01-01 01:29:19,376.84,India,Delhi,UPI,SUCCESS,64018,190.83.57.81
TXN1018087,1550,259,2025-01-01 01:29:36,2334.84,India,Delhi,UPI,SUCCESS,35021,66.229.68.198
TXN1024136,1279,218,2025-01-01 01:30:24,1432.38,UK,Manchester,UPI,SUCCESS,27754,115.33.5.137
TXN1046964,329,154,2025-01-01 01:30:42,3614.67,India,Hyderabad,NetBanking,SUCCESS,45763,98.71.70.29
TXN1013225,1544,49,2025-01-01 01:32:11,466.28,India,Pune,UPI,SUCCESS,67659,102.44.211.14
TXN1003560,169,154,2025-01-01 01:32:23,294.96,India,Pune,UPI,SUCCESS,21275,16.243.209.160
TXN1003713,566,21,2025-01-01 01:34:03,1865.04,India,Mumbai,Credit Card,SUCCESS,15520,121.162.65.137
TXN1044074,128,213,2025-01-01 01:34:28,2560.57,USA,Chicago,UPI,FAILED,43722,123.14.142.88
TXN1025960,1815,161,2025-01-01 01:34:34,54.13,India,Hyderabad,Wallet,SUCCESS,31335,44.115.32.128
TXN1033103,1015,83,2025-01-01 01:36:45,2845.94,UK,Manchester,Debit Card,SUCCESS,35340,95.89.208.239
TXN1040369,151,20,2025-01-01 01:37:03,1501.43,UAE,Abu Dhabi,UPI,SUCCESS,81951,19.73.86.130
TXN1021714,207,294,2025-01-01 01:37:03,637.35,India,Bangalore,Debit Card,SUCCESS,63823,139.98.7.74
TXN1003173,1327,225,2025-01-01 01:37:15,9711.69,India,Delhi,Debit Card,SUCCESS,30869,1.7.125.158
TXN1041216,1855,287,2025-01-01 01:38:03,85.46,India,Hyderabad,UPI,SUCCESS,51659,250.110.242.165
TXN1021813,453,29,2025-01-01 01:39:57,5125.92,India,Hyderabad,NetBanking,SUCCESS,54754,212.186.153.79
TXN1043329,22,79,2025-01-01 01:40:04,1371.37,India,Pune,UPI,SUCCESS,20813,105.194.172.223
TXN1030282,1144,148,2025-01-01 01:40:15,2671.46,UAE,Dubai,UPI,SUCCESS,86902,129.220.44.208
TXN1013275,592,149,2025-01-01 01:40:24,4859.91,India,Hyderabad,UPI,SUCCESS,98308,160.161.138.149
TXN1047267,1093,187,2025-01-01 01:40:47,4033.02,India,Pune,Debit Card,SUCCESS,16929,57.199.136.109
TXN1040583,1713,156,2025-01-01 01:41:17,309.66,USA,New York,Credit Card,SUCCESS,18537,181.115.34.179
TXN1047451,928,146,2025-01-01 01:41:49,432.15,India,Bangalore,UPI,FAILED,12069,130.7.94.49
TXN1019130,1233,44,2025-01-01 01:42:33,1895.83,UAE,Dubai,NetBanking,SUCCESS,47202,108.129.206.89
TXN1021337,439,89,2025-01-01 01:44:01,4499.02,India,Mumbai,Wallet,SUCCESS,50292,163.148.190.145
TXN1048405,751,66,2025-01-01 01:44:10,804.58,India,Pune,Credit Card,SUCCESS,88719,186.235.46.28
TXN1017426,1158,240,2025-01-01 01:44:46,4508.25,India,Pune,UPI,SUCCESS,24855,157.11.152.173
TXN1047452,1149,218,2025-01-01 01:45:00,57.88,India,Hyderabad,Debit Card,FAILED,95395,250.181.245.14
TXN1012674,914,182,2025-01-01 01:45:14,100.1,India,Pune,UPI,FAILED,50156,109.116.38.114
TXN1041952,1498,281,2025-01-01 01:45:36,5100.46,India,Bangalore,UPI,SUCCESS,76442,234.25.123.199
TXN1027779,114,225,2025-01-01 01:45:40,369.73,India,Mumbai,UPI,FAILED,83364,99.202.103.17
TXN1012663,323,29,2025-01-01 01:46:38,1579.6,India,Bangalore,UPI,SUCCESS,78869,219.216.247.108
TXN1036119,797,62,2025-01-01 01:51:24,497.64,India,Pune,UPI,SUCCESS,88817,165.232.107.202
TXN1015781,698,45,2025-01-01 01:52:47,7578.8,India,Pune,UPI,SUCCESS,52252,241.183.7.218
TXN1028920,1087,255,2025-01-01 01:53:32,3914.55,India,Bangalore,NetBanking,SUCCESS,78824,5.213.39.141
TXN1030624,790,65,2025-01-01 01:53:38,145.1,India,Bangalore,UPI,FAILED,16273,191.154.45.5
TXN1028824,1162,286,2025-01-01 01:53:44,5258.79,India,Hyderabad,UPI,FAILED,36112,95.231.75.22
TXN1038528,1492,46,2025-01-01 01:56:09,827.2,India,Bangalore,Debit Card,SUCCESS,29016,22.196.215.41
TXN1009986,139,217,2025-01-01 01:57:19,518.14,UK,Manchester,Debit Card,SUCCESS,91104,124.70.166.236
TXN1034344,481,156,2025-01-01 01:59:44,932.32,India,Pune,Credit Card,SUCCESS,54315,112.42.32.23
TXN1028249,1299,226,2025-01-01 02:00:31,435.33,India,Hyderabad,Credit Card,SUCCESS,39177,25.216.102.154
TXN1043345,1577,137,2025-01-01 02:01:49,199.51,India,Hyderabad,Wallet,SUCCESS,53323,4.10.159.100
TXN1019761,1172,102,2025-01-01 02:02:59,1652.2,USA,New York,UPI,SUCCESS,93369,254.27.95.31
TXN1021216,135,280,2025-01-01 02:03:29,940.79,India,Bangalore,UPI,SUCCESS,30066,25.63.149.199
TXN1018477,160,122,2025-01-01 02:06:08,599.23,India,Delhi,Debit Card,SUCCESS,62431,218.201.134.152
TXN1001644,1003,64,2025-01-01 02:07:29,61869.47,India,Delhi,UPI,SUCCESS,47034,76.205.242.159
TXN1035947,426,2,2025-01-01 02:07:40,26.05,India,Bangalore,Credit Card,SUCCESS,21845,25.222.61.245
TXN1036074,1885,23,2025-01-01 02:07:52,1932.48,India,Hyderabad,Debit Card,SUCCESS,38945,146.6.240.22
TXN1048671,581,46,2025-01-01 02:08:14,299.59,India,Bangalore,NetBanking,SUCCESS,81989,171.208.99.180
TXN1000479,280,214,2025-01-01 02:11:17,1996.43,India,Pune,UPI,SUCCESS,99529,50.185.35.237
TXN1040177,1467,194,2025-01-01 02:12:21,4651.92,India,Mumbai,UPI,SUCCESS,52993,32.166.29.21
TXN1015764,1799,120,2025-01-01 02:12:51,709.9,India,Pune,UPI,SUCCESS,65610,224.209.187.221
TXN1044744,871,29,2025-01-01 02:13:11,1595.22,India,Bangalore,Debit Card,SUCCESS,28990,211.102.228.245
TXN1047095,602,176,2025-01-01 02:14:28,1431.54,India,Hyderabad,UPI,SUCCESS,51096,2.159.253.120
TXN1027876,1868,261,2025-01-01 02:14:40,263.63,India,Delhi,NetBanking,SUCCESS,59112,207.38.157.31
TXN1042038,182,256,2025-01-01 02:15:39,338.78,India,Bangalore,UPI,SUCCESS,19795,245.198.218.43
TXN1041057,64,242,2025-01-01 02:16:35,530.82,India,Hyderabad,UPI,SUCCESS,30564,121.67.147.192
TXN1007004,1732,142,2025-01-01 02:18:17,915.4,UK,London,Credit Card,SUCCESS,51752,21.1.101.78
TXN1022118,1130,146,2025-01-01 02:18:56,2890.48,India,Hyderabad,UPI,SUCCESS,78016,53.47.48.44
TXN1020239,1217,181,2025-01-01 02:19:40,669.8,India,Delhi,UPI,SUCCESS,93180,189.68.30.233
TXN1002467,72,265,2025-01-01 02:20:04,148.45,India,Mumbai,Debit Card,SUCCESS,57579,148.62.204.166
TXN1008830,1762,241,2025-01-01 02:21:18,504.24,India,Hyderabad,UPI,SUCCESS,23309,87.152.138.241
TXN1026331,1891,49,2025-01-01 02:21:58,2661.13,India,Mumbai,Debit Card,SUCCESS,35264,62.93.187.220
TXN1049539,1992,215,2025-01-01 02:23:06,455.05,India,Pune,Debit Card,FAILED,52933,101.82.92.75
TXN1046766,876,50,2025-01-01 02:23:09,3063.63,India,Pune,Debit Card,FAILED,74212,74.162.143.158
TXN1016136,1178,266,2025-01-01 02:23:13,289.03,India,Mumbai,Debit Card,SUCCESS,26518,134.13.163.33
TXN1026495,897,210,2025-01-01 02:23:32,1980.17,India,Delhi,UPI,SUCCESS,83043,103.169.203.23
TXN1001391,777,245,2025-01-01 02:26:37,169.16,Singapore,Singapore,UPI,SUCCESS,89358,178.2.67.1
TXN1025723,1243,286,2025-01-01 02:27:28,2974.71,India,Pune,NetBanking,SUCCESS,82359,182.104.15.188
TXN1023696,1147,229,2025-01-01 02:28:03,29.12,USA,New York,UPI,SUCCESS,35793,50.135.79.69
TXN1047747,1259,7,2025-01-01 02:29:13,390.53,India,Bangalore,Debit Card,SUCCESS,24440,170.45.66.149
TXN1001184,1537,38,2025-01-01 02:29:42,1573.36,India,Hyderabad,UPI,SUCCESS,42276,97.22.92.136
TXN1025453,404,169,2025-01-01 02:31:59,601.62,India,Mumbai,Debit Card,SUCCESS,99786,240.48.229.244
TXN1027826,917,286,2025-01-01 02:34:07,1311.17,India,Delhi,Credit Card,SUCCESS,60549,123.55.163.47
TXN1033934,1941,69,2025-01-01 02:34:11,2526.73,Singapore,Singapore,Credit Card,SUCCESS,19089,236.245.56.164
TXN1020334,1016,250,2025-01-01 02:35:36,622.21,India,Pune,Debit Card,SUCCESS,72013,186.113.179.111
TXN1016526,1591,81,2025-01-01 02:36:02,689.07,India,Delhi,UPI,SUCCESS,65772,61.200.73.164
TXN1015044,1101,124,2025-01-01 02:36:02,4504.96,India,Hyderabad,Debit Card,SUCCESS,34890,31.99.143.205
TXN1009864,1786,32,2025-01-01 02:36:10,1841.09,India,Delhi,Credit Card,SUCCESS,18172,225.183.105.242
TXN1045852,247,267,2025-01-01 02:37:18,5798.45,India,Hyderabad,NetBanking,SUCCESS,17430,100.182.18.3
TXN1014425,1878,231,2025-01-01 02:39:13,743.11,India,Bangalore,Debit Card,SUCCESS,23283,73.237.138.117
TXN1040106,1947,49,2025-01-01 02:39:17,5814.84,India,Delhi,Debit Card,SUCCESS,22784,132.84.192.36
TXN1046276,681,185,2025-01-01 02:39:44,303.2,India,Bangalore,UPI,SUCCESS,22103,194.49.138.247
TXN1001695,114,178,2025-01-01 02:42:38,1312.15,India,Hyderabad,UPI,SUCCESS,69851,28.252.106.76
TXN1022031,1462,12,2025-01-01 02:43:43,4467.76,India,Hyderabad,UPI,SUCCESS,55123,98.230.152.4
TXN1016503,557,134,2025-01-01 02:44:02,362.79,India,Pune,UPI,SUCCESS,68246,82.217.99.50
TXN1009420,452,259,2025-01-01 02:45:33,248.58,India,Pune,UPI,SUCCESS,23769,187.21.140.45
TXN1011183,1616,258,2025-01-01 02:45:51,274.62,India,Hyderabad,UPI,SUCCESS,73381,245.161.171.129
TXN1049031,1630,293,2025-01-01 02:46:21,5649.22,India,Hyderabad,UPI,SUCCESS,48949,222.89.112.176
TXN1016592,1509,179,2025-01-01 02:46:51,1893.23,India,Delhi,Credit Card,FAILED,61088,150.184.22.208
TXN1049562,1620,169,2025-01-01 02:47:08,1811.09,UAE,Abu Dhabi,NetBanking,SUCCESS,71039,74.147.117.217
TXN1035233,953,139,2025-01-01 02:47:08,1422.71,Singapore,Singapore,NetBanking,SUCCESS,83352,245.70.230.65
TXN1018613,1620,141,2025-01-01 02:47:31,1904.06,India,Hyderabad,UPI,SUCCESS,78013,85.191.144.15
TXN1016854,1465,96,2025-01-01 02:52:37,2531.17,India,Mumbai,Debit Card,SUCCESS,63984,16.43.64.146
TXN1002147,1797,52,2025-01-01 02:53:46,443.9,India,Bangalore,UPI,SUCCESS,54713,185.174.217.205
TXN1046285,148,36,2025-01-01 02:53:59,2177.48,India,Pune,UPI,SUCCESS,31440,160.201.115.188
TXN1047647,991,150,2025-01-01 02:57:41,859.33,UAE,Abu Dhabi,UPI,SUCCESS,77100,37.186.109.91
TXN1022971,999,86,2025-01-01 02:58:09,98.13,India,Delhi,Debit Card,SUCCESS,90700,168.37.211.241
TXN1046135,343,228,2025-01-01 02:58:31,1099.68,India,Bangalore,Credit Card,SUCCESS,70487,243.177.155.11
TXN1013335,1862,1,2025-01-01 02:58:56,13060.7,India,Mumbai,UPI,SUCCESS,90233,4.71.62.52
TXN1038400,738,63,2025-01-01 02:59:14,1267.68,India,Bangalore,UPI,SUCCESS,30941,121.42.231.148
TXN1014725,167,116,2025-01-01 02:59:29,4934.42,India,Bangalore,UPI,SUCCESS,75042,78.160.209.39
TXN1019002,869,39,2025-01-01 03:00:14,392.43,India,Mumbai,Credit Card,SUCCESS,44427,32.50.134.109
TXN1025489,146,146,2025-01-01 03:01:36,5475.97,India,Bangalore,UPI,SUCCESS,60013,231.72.182.134
TXN1033570,1357,95,2025-01-01 03:02:14,7958.84,India,Mumbai,UPI,SUCCESS,62967,85.38.143.35
TXN1049065,1284,60,2025-01-01 03:05:46,444.09,UAE,Abu Dhabi,UPI,FAILED,20767,25.141.192.32
TXN1019184,1258,11,2025-01-01 03:07:40,1408.33,USA,New York,UPI,SUCCESS,44254,245.167.227.148
TXN1015689,125,139,2025-01-01 03:08:24,1278.3,India,Bangalore,UPI,SUCCESS,62222,58.119.64.155
TXN1024964,657,41,2025-01-01 03:09:07,501.57,UK,Manchester,UPI,SUCCESS,97840,141.121.215.236
TXN1046773,336,165,2025-01-01 03:11:05,822.44,India,Delhi,Debit Card,FAILED,97606,194.228.80.45
TXN1037638,1535,297,2025-01-01 03:11:09,191.5,India,Delhi,UPI,SUCCESS,15566,223.6.75.122
TXN1028877,1639,101,2025-01-01 03:11:39,1991.81,India,Bangalore,UPI,SUCCESS,44383,149.23.74.150
TXN1047843,460,28,2025-01-01 03:12:33,126.98,India,Hyderabad,NetBanking,SUCCESS,72375,37.176.160.60
TXN1003058,915,119,2025-01-01 03:12:37,5006.34,UAE,Dubai,Debit Card,FAILED,25094,51.18.108.122
TXN1044577,1949,259,2025-01-01 03:12:59,182.33,UAE,Abu Dhabi,UPI,FAILED,76363,93.142.128.25
TXN1045279,1018,185,2025-01-01 03:13:20,3203.11,India,Pune,Wallet,SUCCESS,83579,16.198.78.88
TXN1030564,1078,201,2025-01-01 03:13:51,869.67,India,Bangalore,UPI,SUCCESS,76612,118.25.31.145
TXN1049809,635,67,2025-01-01 03:13:53,677.73,USA,Chicago,UPI,SUCCESS,96184,9.36.171.84
TXN1014758,1984,57,2025-01-01 03:14:13,5463.61,India,Pune,UPI,SUCCESS,61734,234.153.235.240
TXN1015562,836,84,2025-01-01 03:15:52,122.92,India,Hyderabad,UPI,FAILED,23185,35.17.212.199
TXN1042252,1920,45,2025-01-01 03:16:49,103.74,India,Delhi,NetBanking,FAILED,31206,195.224.47.34
TXN1044381,924,169,2025-01-01 03:17:05,3337.44,India,Pune,NetBanking,SUCCESS,89556,46.47.204.11
TXN1000333,764,137,2025-01-01 03:19:30,11.22,India,Mumbai,UPI,SUCCESS,10501,207.138.132.200
TXN1001210,1050,87,2025-01-01 03:19:44,1241.86,India,Hyderabad,UPI,SUCCESS,86451,187.91.249.181
TXN1025944,1821,294,2025-01-01 03:21:09,1955.35,India,Delhi,UPI,SUCCESS,33178,36.221.197.79
TXN1017249,1751,81,2025-01-01 03:21:36,6332.47,India,Mumbai,UPI,SUCCESS,99480,211.131.63.57
TXN1046488,302,291,2025-01-01 03:22:12,264.91,Singapore,Singapore,UPI,FAILED,51496,19.37.252.124
TXN1008185,1796,125,2025-01-01 03:22:59,63.37,India,Delhi,UPI,SUCCESS,99991,176.241.125.220
